FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Demarai,Gray,MID,LEI,4800000,0,21,0.4375,9.11458333333333E-08,4.375E-06,0,43634,1,6,0,0,0,1,0,4.4,412,-2,0,21,2,0.3,0,1.2,0,0,0,0,2,0.5,27143,0,57,0,0,236,67,0,0,73,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marko,Grujic,MID,LIV,4300000,0,2,0.0416666666666667,9.68992248062015E-09,4.65116279069767E-07,0,26059,0,0,0,0,0,0,0,0.5,230,-7,0,2,7,0,0,0,0,0,0,0,0,0.2,2408,0,0,0,0,30,14,0,0,6,Everton,Stoke,Man City,Sunderland,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johann Berg,Gudmundsson,MID,BUR,5100000,0,38,0.791666666666667,1.55228758169935E-07,7.45098039215686E-06,0,19521,0,15,0,0,0,1,0,7.5,796,-4,0,38,4,0.1,0,0.6,3,0,3,0,2,0.2,12801,0,0,0,1,827,14,0,0,145,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,0,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Adlene,Guedioura,MID,WAT,4300000,2,15,0.3125,7.26744186046512E-08,3.48837209302326E-06,0,5355,2,12,0,0,0,0,0,3.5,85,-2,0,15,2,0.3,0,1.2,0,0,0,0,1,0.1,5489,0,56,0,0,473,232,0,0,84,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Idrissa,Gueye,MID,EVE,5000000,2,41,2.7,5.4E-07,8.2E-06,0,24426,5,14,0,0,0,0,0,8.2,649,0,0,41,0,0.8,0,3.8,7,0,3,0,2,0.4,27547,0,270,0,0,1305,2253,0,0,283,Liverpool,Leicester,Hull City,Southampton,Man City,1.8,1.7,1.6,2.8,2,1.5,1.6,3,2,3.6,1.4,2.6,2.6,1.4,1.7,3.6,3.4,1.4,2.1,1.6,3,1.4
Ilkay,Gundogan,MID,MCI,5200000,1,41,0.854166666666667,1.64262820512821E-07,7.88461538461538E-06,0,577835,0,8,0,0,0,3,0,7.7,157149,-3,2,41,3,0.2,0,1,2,0,3,0,1,4.4,697794,0,0,0,1,704,1314,-2,0,196,Arsenal,Hull City,Liverpool,Burnley,Everton,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4
Bradley,Guzan,GLK,MID,4300000,0,9,0.1875,4.36046511627907E-08,2.09302325581395E-06,0,22054,0,1,0,6,0,0,0,2.1,348,-2,0,9,2,0,0,0,0,0,1,0,0,0.6,8906,0,188,0,0,180,51,0,0,40,Swansea,Burnley,Man Utd,Leicester,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4400000,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,13,-1,0,0,1,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,12,0,0,0,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rekeem,Harper,MID,WBA,4500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Hart,GLK,MCI,5300000,0,0,0,0,0,0,171463,0,0,0,0,0,0,0,0,289,-2,0,0,2,0,0,0,0,0,0,0,0,1.1,2461,0,360,0,0,0,8,0,0,0,Arsenal,Hull City,Liverpool,Burnley,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakob,Haugaard,GLK,STK,4300000,0,0,0,0,0,0,2883,0,0,0,0,0,0,0,0,24,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,221,0,31,0,0,0,6,0,0,0,Leicester,Liverpool,Chelsea,Watford,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden,Hazard,MID,CHE,10400000,0,100,6.7,6.44230769230769E-07,9.61538461538462E-06,0,1006324,2,11,0,0,0,8,0,9.5,130984,4,1,100,-4,0.3,0,3.6,15,0,8,0,3,35.8,1593981,0,476,0,3,1245,14233,-1,0,371,Crystal Palace,Bournemouth,Stoke,Tottenham,Leicester,7.6,9.7,8.4,5.7,7.6,8.9,5,6.4,7.3,8.9,6.8,9.6,7.8,8.2,7.4,6.8,7.9,9.2,7,9.1,7.3,9.8
Tom,Heaton,GLK,BUR,4800000,12,65,4.6,9.58333333333333E-07,1.35416666666667E-05,0,201860,1,22,0,71,0,0,0,13.5,4158,3,0,65,-3,0.5,0,2.6,10,0,3,0,0,13.9,522947,0,0,1,4,1260,15505,0,0,323,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,3.7,6.2,6.3,3.9,6.9,5.1,6.1,3.9,5.9,4.5,3.8,4.6,3.4,6.9,6.8,4.4,3.5,5.6,4.5,6.6,4,6.9
Jordan,Henderson,MID,LIV,6500000,3,56,3.5,5.38461538461538E-07,8.61538461538462E-06,0,58777,6,20,0,0,0,1,0,8.6,6691,0,0,56,0,0.6,0,4.2,9,0,4,0,4,1.9,82417,0,250,0,0,1423,3525,0,0,349,Everton,Stoke,Man City,Sunderland,Man Utd,2.4,3.4,2.9,3.6,2.8,3.7,2.9,2.7,3.5,2.9,2.4,4.7,2.2,4.1,4.2,2.8,2.5,3.3,3,3.9,2.3,3.8
Jeff,Hendrick,MID,BUR,5400000,1,35,2.7,5E-07,6.48148148148148E-06,0,2350,3,22,0,0,0,2,0,6.5,146,-1,0,35,1,0.5,0,2.8,1,0,2,0,0,0.1,4376,0,0,0,0,1091,434,0,0,115,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,1.4,2.8,3.7,1.4,2.9,1.4,3.6,1.6,2.1,1.4,1.4,1.4,2,2.6,2.5,1.8,1.4,2.8,1.4,2.7,1.4,2.5
Wayne,Hennessey,GLK,CRY,4300000,2,17,0.354166666666667,8.23643410852713E-08,3.95348837209302E-06,0,108170,1,14,0,20,0,0,0,4,1125,-2,0,17,2,0.6,0,2.4,0,0,1,0,0,2.1,18245,0,266,0,0,630,490,0,0,111,Chelsea,Watford,Arsenal,Swansea,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rouwen,Hennings,FWD,BUR,4500000,0,0,0,0,0,0,3679,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.1,514,0,0,0,0,0,11,0,0,0,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markus,Henriksen,MID,HUL,5000000,0,14,0.291666666666667,5.83333333333333E-08,2.8E-06,0,745,0,9,0,0,0,0,0,2.7,25,-5,1,14,5,0.3,0,1.4,0,0,0,0,0,0,870,0,0,0,0,526,9,-1,0,56,West Ham,Man City,Everton,West Brom,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,0,24,2.4,4.06779661016949E-07,4.06779661016949E-06,0,126382,0,11,0,0,0,1,0,4.1,1052,-1,0,24,1,0,0,0,0,0,2,0,1,0.9,108149,0,0,0,0,671,30,0,0,47,West Ham,Man City,Everton,West Brom,Bournemouth,0,0,0,1.8,2.4,1.4,1.7,2.6,1.9,3,1.9,2.7,1.6,2.7,2.1,2.1,1.8,2.3,1.5,2.8,2.3,2.5
Luis,Hernandez,DEF,LEI,4200000,1,3,0.0625,1.48809523809524E-08,7.14285714285714E-07,0,17398,1,8,0,0,0,0,0,0.7,222,-3,0,3,3,0,0,0.2,0,0,0,0,0,0.4,5275,0,0,0,0,327,168,0,0,50,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ander,Herrera,MID,MUN,6300000,2,32,2.5,3.96825396825397E-07,5.07936507936508E-06,0,18245,2,11,0,0,0,0,0,5.1,1901,-2,0,32,2,0.7,0,4.2,4,0,3,0,2,0.7,27277,0,307,0,0,1014,5682,0,1,228,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,1.6,3,2.2,1.4,1.4,1.7,2.1,1.8,2.4,1.3,2.5,1.4,2.1,2,2.4,2.3,1.6,1.6,2.1,1.2,1.2,1.8
Jake,Hesketh,MID,SOU,4500000,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,5,0,0,0,Bournemouth,Tottenham,West Brom,Everton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1387,0,0,0,0,0,95,0,0,0,Liverpool,Leicester,Hull City,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0,0,0,0,1544,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,2248,0,0,0,0,0,72,0,0,0,West Ham,Man City,Everton,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommie,Hoban,DEF,WAT,4000000,0,0,0,0,0,0,11294,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1104,0,0,0,0,0,8,0,0,0,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile,H?jbjerg,MID,SOU,4300000,0,21,0.4375,1.01744186046512E-07,4.88372093023256E-06,0,97889,1,6,0,0,0,0,0,4.9,1795,-2,0,21,2,0.3,0,1.4,0,0,4,0,0,1.4,41476,0,0,0,0,712,545,0,0,127,Bournemouth,Tottenham,West Brom,Everton,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4100000,0,7,0.145833333333333,3.55691056910569E-08,1.70731707317073E-06,0,61935,1,5,0,0,0,0,0,1.7,563,-4,0,7,4,0,0,0,0,0,1,0,0,0.6,41199,0,0,0,0,270,188,0,0,61,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jose,Holebas,DEF,WAT,4800000,1,50,3.3,6.875E-07,1.04166666666667E-05,0,167474,7,27,0,0,0,2,0,10.4,5911,3,0,50,-3,0.4,0,1.8,6,0,3,0,3,7.7,451483,0,96,0,1,1314,12806,0,0,249,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,2.5,3.7,4.3,4,3.6,2.9,4.3,4.4,2.4,4.8,4.5,2.6,3.3,3.6,3.9,2.8,3.5,3.4,4.6,1.8,2.6,3.5
Mason,Holgate,DEF,EVE,4000000,0,17,0.354166666666667,8.85416666666667E-08,4.25E-06,0,248008,0,2,0,0,0,0,0,4.1,3750,-5,1,17,5,0.1,0,0.2,3,0,1,0,1,3.1,319822,0,0,0,0,294,5667,-1,0,90,Liverpool,Leicester,Hull City,Southampton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,3,0,0,0,Watford,Man Utd,Burnley,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Huddlestone,MID,HUL,4600000,2,22,0.458333333333333,9.96376811594203E-08,4.78260869565217E-06,0,9438,2,19,0,0,0,0,0,4.8,116,-4,0,22,4,0.2,0,1,0,0,1,0,1,0.2,4202,0,0,0,0,801,55,0,0,130,West Ham,Man City,Everton,West Brom,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Noor,Husin,MID,CRY,4500000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,Chelsea,Watford,Arsenal,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Huth,DEF,LEI,4900000,2,29,1.9,3.87755102040816E-07,5.91836734693878E-06,0,48906,4,25,0,0,0,0,0,5.9,2098,-1,0,29,1,0.2,0,0.8,0,0,3,0,1,1.5,44389,1,453,0,0,1337,375,0,0,194,Stoke,Everton,West Ham,Middlesbrough,Chelsea,1.5,2,2.6,1.1,1.6,1.1,1,1.5,1,2.4,2,2,1.6,2.2,1.8,1,1.1,2.1,1,1.8,1,2.3
Emerson,Hyndman,MID,BOU,4400000,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,12,0,0,0,Southampton,Chelsea,Swansea,Arsenal,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordon,Ibe,MID,BOU,5000000,0,22,0.458333333333333,9.16666666666667E-08,4.4E-06,0,153149,0,12,0,0,0,0,0,4.4,1258,-5,0,22,5,0.1,0,0.4,0,0,3,0,0,1.4,24532,0,184,0,0,730,166,0,0,91,Southampton,Chelsea,Swansea,Arsenal,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Zlatan,Ibrahimovic,FWD,MUN,11200000,11,83,5.5,4.91071428571429E-07,7.41071428571429E-06,0,1727958,4,16,0,0,0,9,0,7.4,7241,-3,0,83,3,0.5,0,5.8,15,0,5,0,2,28.1,1077056,0,0,0,3,1350,38234,0,0,270,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,6.3,8,7.1,6.7,8,6.4,7.8,6.3,7.6,7,7.7,5.6,6.8,7.4,8,6.6,6.5,6.1,7.7,6.7,5.5,7.5
Odion,Ighalo,FWD,WAT,6900000,2,31,2.4,3.47826086956522E-07,4.49275362318841E-06,0,310835,1,21,0,0,0,1,0,4.5,2542,-6,0,31,6,0.1,0,0.8,2,0,2,0,1,3.1,90237,0,709,0,0,973,1166,0,0,70,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,2,2.5,2.5,1.8,2.2,1.3,1.9,3,1.7,2.7,2.4,1.4,2.2,2.8,2.3,1.4,2.7,2.6,2.6,1.8,1.6,2.4
Kelechi,Iheanacho,FWD,MCI,6600000,0,38,3.8,5.75757575757576E-07,5.75757575757576E-06,0,601440,0,6,0,0,0,3,0,5.6,106603,-4,2,38,4,0.1,0,0.4,6,0,1,0,3,5.9,726046,0,242,0,1,358,5386,-2,0,134,Arsenal,Hull City,Liverpool,Burnley,Everton,4,4.9,4,5.4,3.5,4.6,4.4,5,3.1,4.1,4.2,4,4.8,4,3.2,5.3,3.3,4.4,4.1,4.7,5.5,3.9
Giannelli,Imbula,MID,STK,4600000,0,16,0.333333333333333,7.2463768115942E-08,3.47826086956522E-06,0,12355,1,11,0,0,0,0,0,3.5,127,-4,0,16,4,0.3,0,1.4,1,0,2,0,0,0.2,4631,0,194,0,0,578,62,0,0,91,Leicester,Liverpool,Chelsea,Watford,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Danny,Ings,FWD,LIV,5500000,0,0,0,0,0,0,22247,0,0,0,0,0,0,0,0,110,-5,0,0,5,0,0,0,0,0,0,0,0,0.2,3555,0,81,0,0,0,34,0,0,0,Everton,Stoke,Man City,Sunderland,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gokhan,Inler,MID,LEI,4400000,0,0,0,0,0,0,9405,0,0,0,0,0,0,0,0,35,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,3721,0,20,0,0,0,2,0,0,0,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen,Ireland,MID,STK,4400000,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,8,-1,0,0,1,0,0,0,0,0,0,0,0,0,283,0,18,0,0,0,7,0,0,0,Leicester,Liverpool,Chelsea,Watford,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd,Isgrove,MID,SOU,4500000,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,5,0,0,0,Bournemouth,Tottenham,West Brom,Everton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branislav,Ivanovic,DEF,CHE,5700000,1,21,0.4375,7.67543859649123E-08,3.68421052631579E-06,0,171750,2,9,0,0,0,0,0,3.7,1806,-3,0,21,3,0.1,0,0.8,2,0,1,0,1,3.3,32466,0,414,0,0,568,154,0,0,133,Crystal Palace,Bournemouth,Stoke,Tottenham,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Alex,Iwobi,MID,ARS,5800000,1,38,0.791666666666667,1.36494252873563E-07,6.55172413793103E-06,0,114137,1,8,0,0,0,1,0,6.6,2150,-2,0,38,2,0.3,0,1.6,2,0,4,0,3,0.7,84743,0,150,0,0,603,688,0,0,147,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4
Phil,Jagielka,DEF,EVE,4900000,-1,33,2.4,4.89795918367347E-07,6.73469387755102E-06,0,209701,2,16,0,0,0,0,0,6.7,38620,-1,0,33,1,0.1,0,0.4,3,0,2,0,1,3.8,258715,0,221,0,0,1170,134,0,1,213,Liverpool,Leicester,Hull City,Southampton,Man City,0,1.2,1.8,3.1,2.3,1.8,2.3,3.1,1.7,2.4,1.4,2.6,2.8,2,1.2,2.3,3,2.4,2.3,1.5,2.5,2.8
Eldin,Jakupovic,GLK,HUL,3900000,0,23,0.479166666666667,1.22863247863248E-07,5.8974358974359E-06,0,327186,0,7,0,21,0,0,0,5.8,12560,-1,1,23,1,0,0,0,0,0,1,0,0,18.3,462091,0,0,1,1,450,5365,-1,0,114,West Ham,Man City,Everton,West Brom,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Daniel,James,MID,SWA,4500000,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,14,0,0,0,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,James,MID,LEI,4500000,0,1,0.0208333333333333,4.62962962962963E-09,2.22222222222222E-07,0,56,0,0,0,0,0,0,0,0.2,8,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,109,0,0,0,0,1,17,0,0,3,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Janmaat,DEF,WAT,4700000,1,18,0.375,7.97872340425532E-08,3.82978723404255E-06,0,8773,0,12,0,0,0,1,0,3.8,584,-3,1,18,3,0.3,0,1.2,0,0,0,0,1,0.2,14318,0,0,0,0,557,252,-1,0,95,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Vincent,Janssen,FWD,TOT,7500000,0,32,2.5,3.33333333333333E-07,4.26666666666667E-06,0,106327,0,6,0,0,0,1,0,4.2,965,-5,1,32,5,0.2,0,1.2,3,0,1,0,2,0.9,57882,0,0,0,0,598,64,-1,0,59,Burnley,Southampton,Watford,Chelsea,West Brom,0,0,1.6,2.2,2.7,1.9,1.8,2.5,1.7,2.4,3,2.1,2.7,1.5,2.1,2.7,2.8,1.7,2.4,1.9,2.5,2.4
Adnan,Januzaj,MID,SUN,5300000,2,13,0.270833333333333,5.11006289308176E-08,2.45283018867925E-06,0,50322,0,16,0,0,0,0,0,2.5,186,-2,0,13,2,0.2,0,0.8,0,0,0,0,0,0.5,31707,0,33,0,0,630,514,0,1,56,Watford,Man Utd,Burnley,Liverpool,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mile,Jedinak,MID,CRY,4500000,0,2,2,4.44444444444444E-07,4.44444444444444E-07,0,25106,0,1,0,0,0,0,0,0.4,58,0,0,2,0,0,0,0,0,0,0,0,0,0.2,1135,0,118,0,0,90,10,0,0,8,Chelsea,Watford,Arsenal,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,5000000,0,2,0.0416666666666667,8.33333333333333E-09,4E-07,0,8323,0,1,0,0,0,0,0,0.4,888,0,0,2,0,0.1,0,0.4,0,0,0,0,0,0.1,9326,0,178,0,0,82,42,0,0,12,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4700000,6,27,3.4,7.23404255319149E-07,5.74468085106383E-06,0,10339,0,9,0,0,0,0,0,5.7,291,-3,0,27,3,1,0,4.6,3,0,3,0,0,0.2,7625,0,324,0,0,664,1876,0,0,138,Leicester,Liverpool,Chelsea,Watford,Sunderland,3.4,4.1,3,3.7,2.9,3,4,3.4,3.7,3.1,3.5,3.3,3.3,2.1,2.9,4.6,4.1,3.2,4.8,3.3,4.5,3.7
,Jonathan Benteke,FWD,CRY,4400000,0,1,0.0208333333333333,4.73484848484848E-09,2.27272727272727E-07,0,10962,0,0,0,0,0,0,0,0.2,269,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,12647,0,0,0,0,7,171,0,0,3,Chelsea,Watford,Arsenal,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Jones,DEF,SUN,4400000,1,12,1.3,2.95454545454545E-07,2.72727272727273E-06,0,1114,3,14,0,0,0,0,0,2.7,154,-1,0,12,1,0.5,0,2,0,0,1,0,0,0,900,0,211,0,0,654,29,0,0,108,Watford,Man Utd,Burnley,Liverpool,Stoke,0,0,0.6,1.3,1.2,0.6,1.1,0.7,1.2,0.6,0.8,0.7,1.2,0.6,0.6,0.7,1.5,1.3,1.2,0.7,0.8,0.6
David,Jones,MID,BUR,5000000,0,1,1,2E-07,2E-07,0,2889,1,1,0,0,0,0,0,0.2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,86,3,0,0,8,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Jones,DEF,MUN,4800000,2,18,0.375,7.8125E-08,3.75E-06,0,12200,0,5,0,0,0,0,0,3.8,1083,-2,-1,18,2,0.7,0,3.2,2,0,1,0,0,1.8,72614,0,64,0,0,540,26162,1,0,117,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Joselu,FWD,STK,5300000,0,0,0,0,0,0,6429,0,0,0,0,0,0,0,0,31,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,567,0,246,0,0,0,12,0,0,0,Leicester,Liverpool,Chelsea,Watford,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Josh Robson,DEF,SUN,4000000,0,0,0,0,0,0,2436,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4545,0,0,0,0,0,33,0,0,0,Watford,Man Utd,Burnley,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukas,Jutkiewicz,FWD,BUR,4400000,0,2,0.0416666666666667,9.46969696969697E-09,4.54545454545455E-07,0,21799,0,0,0,0,0,0,0,0.5,397,-1,0,2,1,0,0,0,0,0,0,0,0,0.5,8810,0,0,0,0,13,90,0,0,5,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
