FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Ruben,Loftus-Cheek,MID,CHE,5100000,0,1,0.0175438596491228,3.43997248022016E-09,1.96078431372549E-07,0,3850,0,0,0,0,0,0,0,0.2,17,-4,0,1,4,0,0,0,0,0,0,0,0,0.1,373,0,68,0,0,9,3,0,0,3,Tottenham,Leicester,Hull City,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Long,FWD,BUR,4500000,0,0,0,0,0,0,32216,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4667,0,0,0,0,0,75,0,0,0,Man City,Southampton,Arsenal,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,4000000,0,0,0,0,0,0,3380,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6673,0,0,0,0,0,224,0,0,0,Man City,Southampton,Arsenal,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Long,FWD,SOU,6100000,7,22,1.5,2.45901639344262E-07,3.60655737704918E-06,0,451275,2,10,0,0,0,1,0,3.6,1287,-4,0,22,4,0.3,0,2,1,0,1,0,0,3.1,66249,0,435,0,0,547,3498,0,0,63,Everton,Burnley,Leicester,Swansea,West Ham,0.8,0.8,1.5,1.1,1.4,0.8,1,0.8,1,0.8,1.1,1.3,0.8,1.2,0.8,1.6,0.8,0.8,1.1
Donald,Love,DEF,SUN,4000000,1,13,0.228070175438597,5.70175438596491E-08,3.25E-06,0,112584,1,5,0,0,0,0,0,3.3,8196,0,0,13,0,0.4,0,1.5,0,0,1,0,0,4.3,244419,0,3,0,0,341,9972,0,0,76,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dejan,Lovren,DEF,LIV,5000000,8,61,3.8,7.6E-07,1.22E-05,0,204330,4,18,0,0,0,2,0,12.2,8575,0,0,61,0,0.7,0,3.5,4,0,6,0,0,6.8,348916,0,248,0,0,1395,41412,0,0,325,Sunderland,Man Utd,Swansea,Chelsea,Hull City,2.9,2.9,4.5,4.3,4.1,5,2.4,5.4,5.1,3.7,4.7,5.4,4.5,3.8,4.8,3.5,5.4,4.4,4.6
Matthew,Lowton,DEF,BUR,4500000,2,37,2.2,4.88888888888889E-07,8.22222222222222E-06,0,25821,5,27,0,0,0,0,0,8.2,1293,0,0,37,0,0.3,0,1.3,2,0,3,0,1,0.6,33205,0,0,0,0,1530,230,0,0,278,Man City,Southampton,Arsenal,Leicester,Watford,1.2,2.8,1.9,2.1,1.1,2.1,1.4,1.1,1.4,1.1,2.5,2.7,1.1,1.1,1.8,1.4,2.4,1.2,3.2
Leiva,Lucas,MID,LIV,4400000,1,11,0.192982456140351,4.3859649122807E-08,2.5E-06,0,8932,1,6,0,0,0,0,0,2.5,214,-1,0,11,1,0.2,0,0.8,0,0,0,0,0,0.2,8973,0,253,0,0,298,180,0,0,58,Sunderland,Man Utd,Swansea,Chelsea,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0,0,0,0,4580,0,0,0,0,0,0,0,0,160,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5198,0,0,0,0,0,122,0,0,0,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu,Lukaku,FWD,EVE,9500000,2,99,5.5,5.78947368421053E-07,1.04210526315789E-05,0,1212100,2,21,0,0,0,10,0,10.4,102631,5,-1,99,-5,0.5,0,4.5,17,0,4,0,3,24.9,1842151,0,754,0,2,1556,20233,1,0,359,Southampton,Man City,Crystal Palace,Stoke,Bournemouth,7.5,7.7,6.9,6.4,7.6,6.2,8.2,5.5,7.6,7.9,6.3,6,8.2,8.2,6.4,6.4,6.8,7.8,6
Shaun,MacDonald,MID,BOU,4500000,0,0,0,0,0,0,3856,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0.1,250,0,3,0,0,0,21,0,0,0,Arsenal,Hull City,Watford,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0,0,0,0,673,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,12,0,0,0,Burnley,Everton,Tottenham,West Ham,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,HUL,4400000,3,17,1.4,3.18181818181818E-07,3.86363636363636E-06,0,1535,3,26,0,0,0,0,0,3.9,82,-1,0,17,1,0.3,0,1.5,0,0,0,0,3,0,1863,0,0,0,0,828,200,0,0,168,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,0.8,1.3,0.7,0.7,1.3,1.2,1.2,0.7,0.9,0.7,1.6,1,0.8,1,1,1,1,0.9,1.1
Riyad,Mahrez,MID,LEI,9000000,3,62,3.3,3.66666666666667E-07,6.88888888888889E-06,0,824705,3,26,0,0,0,3,0,6.9,5657,-5,0,62,5,0.3,1,2.3,4,0,4,0,3,9.1,122087,0,994,0,0,1438,710,0,0,231,Middlesbrough,Chelsea,Southampton,Burnley,Man Utd,2.4,2.8,2,2,3.5,2.3,2.5,3.6,1.6,1.7,3.4,4.8,2.1,2.2,3.2,2.1,4.1,1.7,3.8
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0175438596491228,3.89863547758285E-09,2.22222222222222E-07,0,67,0,0,0,0,0,0,0,0.2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,2,6,0,0,5,Bournemouth,Swansea,Burnley,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Maja,FWD,SUN,4500000,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0,112,0,0,0,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun,Maloney,MID,HUL,4300000,0,15,0.263157894736842,6.11995104039168E-08,3.48837209302326E-06,0,82845,0,5,0,0,0,1,0,3.5,934,-2,0,15,2,0,0,0,2,0,0,0,1,0.7,88477,0,0,0,1,151,111,0,0,55,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steve,Mandanda,GLK,CRY,4300000,0,19,0.333333333333333,7.75193798449612E-08,4.41860465116279E-06,0,122385,0,17,0,24,0,0,0,4.4,2645,-2,0,19,2,0,0,0,0,0,0,0,0,2.4,42089,0,0,0,0,810,164,0,0,120,Swansea,West Ham,Everton,Bournemouth,Sunderland,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Sadio,Mane,MID,LIV,9400000,3,107,5.9,6.27659574468085E-07,1.13829787234043E-05,0,749983,2,15,0,0,0,8,0,11.4,82213,4,0,107,-4,0.7,0,6.2,8,0,7,0,6,18.7,908568,0,635,0,2,1565,22079,0,0,345,Sunderland,Man Utd,Swansea,Chelsea,Hull City,6.7,6.2,7.7,6.3,6.2,7,6.4,6,8.9,5.1,7.8,8.1,6.1,6,7.1,6.8,7.5,5.1,8
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0,0,0,0,20295,0,0,0,0,0,0,0,0,41,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,869,0,235,0,0,0,20,0,0,0,Burnley,Everton,Tottenham,West Ham,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander,Manninger,GLK,LIV,4000000,0,0,0,0,0,0,5989,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0.4,9636,0,0,0,0,0,200,0,0,0,Sunderland,Man Utd,Swansea,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vito,Mannone,GLK,SUN,4300000,0,3,0.0526315789473684,1.22399020807834E-08,6.97674418604651E-07,0,33009,0,8,0,6,0,0,0,0.7,826,-2,0,3,2,0,0,0,0,0,0,0,0,0.5,9214,0,210,0,0,270,1569,0,0,40,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier,Manquillo,DEF,SUN,4300000,0,12,0.210526315789474,4.89596083231334E-08,2.7906976744186E-06,0,2036,1,12,0,0,0,0,0,2.8,50,-2,0,12,2,0.1,0,0.3,0,0,0,0,0,0,2253,0,0,0,0,642,11,0,0,66,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Marc Wilson,DEF,BOU,3900000,0,0,0,0,0,0,48924,0,0,0,0,0,0,0,0,4206,-1,0,0,1,0,0,0,0,0,0,0,0,2.3,70332,0,14,0,0,0,13540,0,0,0,Arsenal,Hull City,Watford,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0,0,0,0,12369,0,0,0,0,0,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0.3,21996,0,0,0,0,0,71,0,0,0,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazar,Markovic,MID,LIV,5400000,0,0,0,0,0,0,3094,0,0,0,0,0,0,0,0,23,-1,0,0,1,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,10,0,0,0,Sunderland,Man Utd,Swansea,Chelsea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Marney,MID,BUR,4500000,4,48,2.5,5.55555555555556E-07,1.06666666666667E-05,0,45397,5,27,0,0,0,1,0,10.7,3783,0,0,48,0,0.6,0,2.5,1,0,4,0,2,0.8,63501,0,0,0,0,1617,806,0,0,229,Man City,Southampton,Arsenal,Leicester,Watford,0,2.4,1.2,3.2,1.4,1.9,1.2,1.3,1.2,1.6,2.2,2.3,1.3,1.2,2.4,1.2,2.4,1.2,2.3
David,Marshall,GLK,HUL,4500000,1,30,2.1,4.66666666666667E-07,6.66666666666667E-06,0,3698,0,34,0,54,0,0,0,6.7,328,0,0,30,0,0.5,0,2.3,0,0,0,0,0,0.1,6303,1,0,0,0,1260,220,0,0,226,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,1.6,2.4,1.4,1.1,2.4,2.3,2.2,1,1.8,1.4,2.7,1.9,1.5,2,1.9,1.8,1.9,1.8,2.1
Anthony,Martial,MID,MUN,9300000,9,46,0.807017543859649,8.67760799849085E-08,4.94623655913979E-06,0,289010,0,6,0,0,0,2,0,4.9,552,-2,0,46,2,0.3,0,3.2,5,0,4,0,3,2.5,99541,0,593,0,1,643,1288,0,0,138,West Ham,Liverpool,Stoke,Hull City,Leicester,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Cuco,Martina,DEF,SOU,4300000,1,31,0.543859649122807,1.26478988168095E-07,7.2093023255814E-06,0,29979,0,6,0,0,0,0,0,7.2,3354,-2,0,31,2,0.7,0,3,5,0,3,0,0,0.8,54204,0,203,0,0,592,5258,0,0,140,Everton,Burnley,Leicester,Swansea,West Ham,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Bruno,Martins Indi,DEF,STK,4900000,6,53,3.3,6.73469387755102E-07,1.08163265306122E-05,0,11139,0,26,0,0,0,1,0,10.8,1278,-1,0,53,1,0.7,0,3.3,5,0,5,0,0,0.6,29817,0,0,0,1,1440,6506,0,0,293,Watford,Sunderland,Man Utd,Everton,West Brom,3.6,2.5,2.8,3.7,3.3,3.8,2.9,3.6,3.2,3.3,2.1,2.3,4.4,4.1,3.1,4.8,3.3,4.6,3.7
Brandon,Mason,DEF,WAT,4000000,1,1,0.0175438596491228,4.3859649122807E-09,2.5E-07,0,133,0,0,0,0,0,0,0,0.3,133,0,0,1,0,0.3,0,1,0,0,0,0,0,0,823,0,0,0,0,23,823,0,0,3,Stoke,Middlesbrough,Bournemouth,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Mason,MID,HUL,4700000,0,22,0.385964912280702,8.2120194102277E-08,4.68085106382979E-06,0,4352,4,25,0,0,0,1,0,4.7,72,-3,0,22,3,0.1,0,0.5,0,0,0,0,0,0.1,3584,0,147,0,0,796,21,0,0,107,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Arthur,Masuaku,DEF,WHU,4700000,0,11,0.192982456140351,4.10600970511385E-08,2.34042553191489E-06,0,23939,1,18,0,0,0,0,0,2.3,138,-3,0,11,3,0,0,0,1,0,1,0,1,0.2,17684,0,0,0,0,526,10,0,0,131,Man Utd,Crystal Palace,Middlesbrough,Man City,Southampton,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Juan,Mata,MID,MUN,7200000,4,56,4,5.55555555555556E-07,7.77777777777778E-06,0,238892,2,10,0,0,0,3,0,7.7,5027,-3,1,56,3,0.2,0,1.5,6,0,6,0,2,2.3,232036,0,586,0,1,914,1627,-1,0,266,West Ham,Liverpool,Stoke,Hull City,Leicester,3,3,3.7,4.3,3.9,4.9,2.9,4.6,3.4,3.9,4.1,4.4,4.6,3.3,3.4,4.3,2.6,2.6,3.8
Nemanja,Matic,MID,CHE,5100000,1,63,3.5,6.86274509803922E-07,1.23529411764706E-05,0,178146,3,10,0,0,0,0,0,12.4,16533,1,0,63,-1,0.3,0,1.7,1,0,10,0,7,4.2,226377,0,373,0,0,1438,4590,0,0,311,Tottenham,Leicester,Hull City,Liverpool,Arsenal,2.1,3.1,3.6,1.8,2.5,2.7,3.5,2.4,4.1,2.9,3.1,2.7,2.6,3,3.4,2.8,3.7,2.9,4.9
Joel,Matip,DEF,LIV,5400000,0,40,3.3,6.11111111111111E-07,7.40740740740741E-06,0,114344,1,11,0,0,0,1,0,7.4,7478,-1,0,40,1,0,0,0.2,1,0,3,0,0,2,100678,0,0,0,0,1080,303,0,0,236,Sunderland,Man Utd,Swansea,Chelsea,Hull City,0,2.3,3.7,3.5,3.3,4.1,1.9,4.7,4.2,3,3.8,4.5,3.7,3.1,3.9,2.8,4.5,3.8,3.8
Adam,Matthews,DEF,SUN,4000000,0,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,4,0,0,0,8,0,0,0,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,Mawson,DEF,SWA,4500000,1,16,0.280701754385965,6.23781676413255E-08,3.55555555555556E-06,0,728,0,19,0,0,0,0,0,3.6,53,0,0,16,0,0.3,0,1.5,1,0,2,0,0,0,1048,1,0,0,0,720,24,0,0,148,Crystal Palace,Arsenal,Liverpool,Southampton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dieumerci,Mbokani,FWD,HUL,5500000,2,21,0.368421052631579,6.69856459330144E-08,3.81818181818182E-06,0,6204,0,13,0,0,0,0,0,3.8,334,0,0,21,0,0.2,0,1,0,0,2,0,2,0.1,7558,0,0,0,0,615,320,0,0,31,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
James,McArthur,MID,CRY,4900000,0,66,4.4,8.97959183673469E-07,1.3469387755102E-05,0,123682,4,24,0,0,0,5,0,13.2,19445,-1,1,66,1,0.4,0,2.2,8,0,1,0,2,1.9,186852,0,282,0,1,1249,1331,-1,0,256,Swansea,West Ham,Everton,Bournemouth,Sunderland,0,0,0,3.9,6.4,4.4,5,4.3,4.2,5.4,3.5,4.1,3.4,5.9,2.7,6.1,3.6,4.8,4.4
Gareth,McAuley,DEF,WBA,4900000,2,64,3.4,6.93877551020408E-07,1.30612244897959E-05,0,400416,3,23,0,0,0,3,0,13.1,33622,4,0,64,-4,0.3,0,1.5,5,0,3,0,0,27.6,1053155,0,339,0,2,1710,27306,0,0,287,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,4.3,3,3.8,3.2,4.4,4.1,4.6,4,3,4.8,2.5,3.1,4.5,4.6,3.3,3.5,2.4,3.5,3.2
Oliver,McBurnie,FWD,SWA,4500000,1,3,0.0526315789473684,1.16959064327485E-08,6.66666666666667E-07,0,4477,0,1,0,0,0,0,0,0.7,132,0,0,3,0,0.1,0,0.3,0,0,0,0,0,0.1,5715,0,0,0,0,46,77,0,0,10,Crystal Palace,Arsenal,Liverpool,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,McCarthy,GLK,SOU,4300000,0,0,0,0,0,0,5031,0,0,0,0,0,0,0,0,98,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,664,0,82,0,0,0,13,0,0,0,Everton,Burnley,Leicester,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McCarthy,MID,EVE,4800000,0,9,0.157894736842105,3.28947368421053E-08,1.875E-06,0,11340,2,8,0,0,0,0,0,1.9,90,-2,0,9,2,0.1,0,0.7,0,0,0,0,0,0.2,2242,0,365,0,0,456,23,0,0,46,Southampton,Man City,Crystal Palace,Stoke,Bournemouth,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,McClean,MID,WBA,4900000,1,32,0.56140350877193,1.14572144647333E-07,6.53061224489796E-06,0,11849,5,13,0,0,0,1,0,6.5,163,-1,0,32,1,0.1,0,0.7,1,0,2,0,2,0.2,8917,0,336,0,0,753,158,0,0,142,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Luke,McGee,GLK,TOT,4000000,0,0,0,0,0,0,2583,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2928,0,0,0,0,0,50,0,0,0,Chelsea,West Brom,Man City,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan,McGregor,GLK,HUL,4400000,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,12,0,0,0,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum,McManaman,MID,WBA,4300000,0,0,0,0,0,0,7213,0,0,0,0,0,0,0,0,218,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,4246,0,27,0,0,0,98,0,0,0,Hull City,Tottenham,Sunderland,Middlesbrough,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,McNair,DEF,SUN,4200000,0,12,0.210526315789474,5.0125313283208E-08,2.85714285714286E-06,0,13999,0,9,0,0,0,0,0,2.9,227,-3,0,12,3,0,0,0,0,0,1,0,0,0.2,4678,1,28,0,0,353,43,0,0,58,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,McQueen,MID,SOU,4300000,2,16,0.280701754385965,6.52794777641779E-08,3.72093023255814E-06,0,2957,0,5,0,0,0,0,0,3.7,238,-2,0,16,2,0.3,0,1.2,0,0,1,0,1,0.1,4885,0,0,0,0,390,375,0,0,91,Everton,Burnley,Leicester,Swansea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Mee,DEF,BUR,4500000,2,46,2.4,5.33333333333333E-07,1.02222222222222E-05,0,36736,3,29,0,0,0,0,0,10.2,4496,0,0,46,0,0.6,0,2.5,1,0,4,0,2,1.4,65714,1,0,0,0,1710,2771,0,0,330,Man City,Southampton,Arsenal,Leicester,Watford,1.3,3.2,2.2,2.4,1.2,2.4,1.6,1.3,1.7,1.2,2.9,3.1,1.3,1.2,2.1,1.6,2.7,1.4,3.5
Nampalys,Mendy,MID,LEI,4400000,0,0,0,0,0,0,29549,1,0,0,0,0,0,0,0,146,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,2782,0,0,0,0,52,78,0,0,-1,Middlesbrough,Chelsea,Southampton,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Per,Mertesacker,DEF,ARS,4800000,0,0,0,0,0,0,4833,0,0,0,0,0,0,0,0,60,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,950,0,265,0,0,0,40,0,0,0,Bournemouth,Swansea,Burnley,Watford,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Meyler,MID,HUL,4400000,1,26,0.456140350877193,1.03668261562998E-07,5.90909090909091E-06,0,15162,1,19,0,0,0,1,0,5.9,370,-1,0,26,1,0.1,0,0.5,0,0,1,0,0,0.2,14593,0,0,0,0,758,121,0,0,146,West Brom,Bournemouth,Chelsea,Man Utd,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Matt,Miazga,DEF,CHE,4400000,0,0,0,0,0,0,3746,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,421,0,18,0,0,0,4,0,0,0,Tottenham,Leicester,Hull City,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Mignolet,GLK,LIV,4700000,7,38,0.666666666666667,1.41843971631206E-07,8.08510638297872E-06,0,108361,0,9,0,17,0,0,0,8.1,1786,-3,0,38,3,0.8,0,3.7,2,0,3,0,0,2.3,88645,0,340,1,0,810,12481,0,0,169,Sunderland,Man Utd,Swansea,Chelsea,Hull City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3
,Mika,GLK,SUN,4400000,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,18,-1,0,0,1,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,5,0,0,0,Liverpool,Stoke,West Brom,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Obi,Mikel,MID,CHE,4400000,0,0,0,0,0,0,4914,0,0,0,0,0,0,0,0,34,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1878,0,209,0,0,0,18,0,0,0,Tottenham,Leicester,Hull City,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Milner,MID,LIV,6500000,3,80,4.7,7.23076923076923E-07,1.23076923076923E-05,0,355104,1,16,0,0,0,5,0,12.3,15452,0,0,80,0,0.5,0,3,10,0,6,0,2,5.8,511208,0,508,0,3,1511,12621,0,0,388,Sunderland,Man Utd,Swansea,Chelsea,Hull City,5.3,4.4,5.7,4.5,4.4,5.1,4.6,4.2,7,3.5,5.7,6,4.4,4.3,5.1,4.9,5.5,3.6,5.9
Tyrone,Mings,DEF,BOU,4500000,0,1,0.0175438596491228,3.89863547758285E-09,2.22222222222222E-07,0,1106,0,0,0,0,0,0,0,0.2,50,0,0,1,0,0,0,0.2,0,0,0,0,0,0,796,0,1,0,0,1,21,0,0,3,Arsenal,Hull City,Watford,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Mirallas,MID,EVE,6000000,6,53,2.9,4.83333333333333E-07,8.83333333333333E-06,0,211311,1,14,0,0,0,2,0,8.8,3470,-5,0,53,5,0.5,0,3.2,2,0,4,0,3,1.9,222205,0,245,0,0,1049,5154,0,0,188,Southampton,Man City,Crystal Palace,Stoke,Bournemouth,2.7,2.1,2.1,2,3,2.2,3.9,1.4,2.7,2.8,1.4,2.1,3.6,3.7,1.6,2.1,2.2,3.2,1.4
Henrikh,Mkhitaryan,MID,MUN,9000000,2,23,0.403508771929825,4.48343079922027E-08,2.55555555555556E-06,0,270825,1,4,0,0,0,2,0,2.6,7999,-5,-1,23,5,0.3,0,3,0,0,2,0,0,2.7,100686,0,0,0,0,420,9832,1,0,94,West Ham,Liverpool,Stoke,Hull City,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Nacho,Monreal,DEF,ARS,5900000,5,55,3.1,5.25423728813559E-07,9.32203389830509E-06,0,180200,2,18,0,0,0,0,0,9.3,4882,-1,0,55,1,0.3,0,2,4,0,5,0,1,4.1,102575,0,511,0,0,1533,6299,0,0,332,Bournemouth,Swansea,Burnley,Watford,Chelsea,3,2.8,3.8,3.4,2.6,3.7,3.4,3.3,3,3,3.3,4.5,3.3,2.8,3.3,2.6,2.6,3.5,3.4
