FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Lewis,Grabban,FWD,BOU,4300000,0,6,0.142857142857143,3.32225913621262E-08,1.3953488372093E-06,0,148501,0,2,0,0,0,0,0,1.4,6547,-2,1,6,2,0,0,0,0,0,0,0,1,3.4,104180,0,124,0,0,60,6932,-1,0,17,Burnley,Leicester,Southampton,Chelsea,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Max,Gradel,MID,BOU,5000000,0,4,0.0952380952380952,1.9047619047619E-08,8E-07,0,12696,1,0,0,0,0,0,0,0.8,99,-5,0,4,5,0,0,0,0,0,0,0,0,0.1,979,0,155,0,0,95,17,0,0,14,Burnley,Leicester,Southampton,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee,Grant,GLK,STK,4200000,8,41,4.6,1.0952380952381E-06,9.76190476190476E-06,0,14587,0,5,0,27,0,0,0,9.8,3178,2,-1,41,-2,1.4,0,5.7,3,0,4,0,0,4.1,166043,0,0,0,2,810,30766,1,0,185,Arsenal,Southampton,Leicester,Liverpool,Chelsea,6.4,6.4,5.2,5.7,4.7,5.6,4.4,4.6,6.2,5.9,5.7,5,5.2,5.1,5,3.8,4.8,6.7,5.9,5.5,6.3,5.4,5.8,5.6
Andre,Gray,FWD,BUR,6100000,2,22,2.8,4.59016393442623E-07,3.60655737704918E-06,0,474311,0,9,0,0,0,1,0,3.6,2219,-4,1,22,4,0.2,0,1,1,0,2,0,1,2.7,143906,0,0,0,0,597,1069,-1,0,41,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,3.4,2.3,1.6,2.9,3.8,2.4,3.3,2,3.9,1.9,2.8,2.8,2.6,1.9,2,3.3,2.9,1.9,1.6,3,2.2,3,1.5,3.7
Demarai,Gray,MID,LEI,4800000,4,20,0.476190476190476,9.92063492063492E-08,4.16666666666667E-06,0,42845,1,5,0,0,0,1,0,4.2,526,-2,0,20,2,0.4,0,1.7,0,0,0,0,2,0.5,26990,0,57,0,0,233,192,0,0,71,Man City,Bournemouth,Stoke,Everton,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marko,Grujic,MID,LIV,4300000,0,2,0.0476190476190476,1.10741971207087E-08,4.65116279069767E-07,0,25651,0,0,0,0,0,0,0,0.5,219,-7,1,2,7,0,0,0,0,0,0,0,0,0.2,2363,0,0,0,0,30,49,-1,0,6,West Ham,Middlesbrough,Everton,Stoke,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johann Berg,Gudmundsson,MID,BUR,5100000,0,38,2.9,5.68627450980392E-07,7.45098039215686E-06,0,17702,0,15,0,0,0,1,0,7.5,2367,-4,0,38,4,0.2,0,1,3,0,3,0,2,0.2,12767,0,0,0,1,827,35,0,0,145,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0,1.4,1.4,3,4,1.4,3.2,1.4,3.9,1.9,2.4,1.7,1.9,1.4,2.2,2.7,2.7,2,1.4,3.1,1.6,2.7,1.4,2.8
Adlene,Guedioura,MID,WAT,4300000,2,12,0.285714285714286,6.64451827242525E-08,2.7906976744186E-06,0,5198,1,9,0,0,0,0,0,2.7,114,-2,1,12,2,0.2,0,1,0,0,0,0,1,0.1,5171,0,56,0,0,323,134,-1,0,53,Everton,Man City,Sunderland,Crystal Palace,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Idrissa,Gueye,MID,EVE,5000000,8,37,2.8,5.6E-07,7.4E-06,0,22990,5,10,0,0,0,0,0,7.4,554,0,0,37,0,1,0,5,7,0,3,0,2,0.4,24439,0,270,0,0,1152,2274,0,0,251,Watford,Arsenal,Liverpool,Leicester,Hull City,1.9,1.7,2.1,1.8,1.8,2.9,2.1,1.6,1.7,3.1,2,3.7,1.4,2.5,2.7,1.4,1.9,3.7,3.5,1.5,2.2,1.9,3,1.4
Ilkay,Gundogan,MID,MCI,5400000,2,38,0.904761904761905,1.67548500881834E-07,7.03703703703704E-06,0,379212,0,5,0,0,0,3,0,6.9,54975,-1,1,38,1,0.1,0,0.7,2,0,3,0,1,8.9,688260,0,0,0,1,594,12125,-1,0,172,Leicester,Watford,Arsenal,Hull City,Liverpool,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5
Bradley,Guzan,GLK,MID,4300000,0,9,0.214285714285714,4.98338870431894E-08,2.09302325581395E-06,0,21449,0,1,0,6,0,0,0,2.1,484,-2,0,9,2,0,0,0,0,0,1,0,0,0.6,8795,0,188,0,0,180,88,0,0,40,Southampton,Liverpool,Swansea,Burnley,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4400000,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,21,-1,1,0,1,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,11,-1,0,0,Man City,Bournemouth,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Hart,GLK,MCI,5300000,0,0,0,0,0,0,170889,0,0,0,0,0,0,0,0,386,-2,0,0,2,0,0,0,0,0,0,0,0,1.1,2439,0,360,0,0,0,19,0,0,0,Leicester,Watford,Arsenal,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakob,Haugaard,GLK,STK,4300000,0,0,0,0,0,0,2822,0,0,0,0,0,0,0,0,43,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,209,0,31,0,0,0,17,0,0,0,Arsenal,Southampton,Leicester,Liverpool,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden,Hazard,MID,CHE,10500000,9,97,6.9,6.57142857142857E-07,9.23809523809524E-06,0,857235,2,11,0,0,0,8,0,9.3,8609,5,-2,97,-5,0.5,0,5,15,0,7,0,3,38.2,1543565,0,476,0,3,1167,177965,2,0,359,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,8.7,8.2,7.8,9.9,8.6,6.2,7.9,9.1,4.9,6.6,7.6,9.2,7.4,9.6,8.2,8.6,7.5,7.1,8.5,9.6,7.2,9.3,7.7,10.2
Tom,Heaton,GLK,BUR,4800000,0,52,4.3,8.95833333333333E-07,1.08333333333333E-05,0,188984,1,19,0,63,0,0,0,10.8,32737,3,0,52,-3,0,0,0,7,0,3,0,0,13.6,499523,0,0,0,3,1080,5390,0,0,272,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0,4.5,3.4,5.5,5.6,3.5,6.4,5,5.5,3.9,5.3,4.3,3.9,4.2,2.9,6,6.3,3.9,3.3,4.9,4.2,6.1,3.8,6.4
Jordan,Henderson,MID,LIV,6500000,4,51,3.6,5.53846153846154E-07,7.84615384615385E-06,0,46755,6,18,0,0,0,1,0,8,4702,0,-1,51,0,0.8,0,5.3,9,0,3,0,4,2,75539,0,250,0,0,1243,8922,1,0,314,West Ham,Middlesbrough,Everton,Stoke,Man City,3.7,3.1,2.3,3.6,3,3.4,2.9,3.9,3.2,2.8,3.6,2.9,2.5,4.9,2.3,4.4,4.4,2.7,2.5,3.6,2.9,4.2,2.3,4
Jeff,Hendrick,MID,BUR,5400000,1,26,2.4,4.44444444444444E-07,4.81481481481482E-06,0,2139,2,19,0,0,0,1,0,4.8,118,-1,0,26,1,0.3,0,1.7,0,0,2,0,0,0,3314,0,0,0,0,911,65,0,0,80,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,2.5,1.2,1.2,2.3,3.1,1.2,2.4,1.2,3,1.3,1.7,1.3,1.3,1.2,1.6,2,2,1.5,1.2,2.4,1.2,2,1.2,2.1
Wayne,Hennessey,GLK,CRY,4300000,7,13,0.30952380952381,7.19822812846069E-08,3.02325581395349E-06,0,105791,1,9,0,13,0,0,0,3,1359,-2,0,13,2,0.6,0,2.7,0,0,1,0,0,2.1,17171,0,266,0,0,450,3138,0,0,79,Hull City,Man Utd,Chelsea,Watford,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rouwen,Hennings,FWD,BUR,4500000,0,0,0,0,0,0,3611,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0.1,490,0,0,0,0,0,23,0,0,0,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markus,Henriksen,MID,HUL,5100000,2,13,0.30952380952381,6.06909430438842E-08,2.54901960784314E-06,0,687,0,9,0,0,0,0,0,2.5,31,-4,0,13,4,0.4,0,2,0,0,0,0,0,0,852,0,0,0,0,525,35,0,0,53,Crystal Palace,Tottenham,West Ham,Man City,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Abel,Hernandez,FWD,HUL,5900000,0,24,2.4,4.06779661016949E-07,4.06779661016949E-06,0,123935,0,11,0,0,0,1,0,4.1,2174,-1,0,24,1,0,0,0,0,0,2,0,1,0.9,108083,0,0,0,0,671,104,0,0,47,Crystal Palace,Tottenham,West Ham,Man City,Everton,0,0,0,0,0,1.9,2.4,1.6,1.9,2.7,2,2.9,1.9,2.6,1.7,2.6,2,2.4,2,2.2,1.7,2.7,2.3,2.3
Luis,Hernandez,DEF,LEI,4200000,0,2,0.0476190476190476,1.13378684807256E-08,4.76190476190476E-07,0,16928,0,7,0,0,0,0,0,0.5,378,-3,0,2,3,0,0,0,0,0,0,0,0,0.4,4994,0,0,0,0,237,84,0,0,41,Man City,Bournemouth,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ander,Herrera,MID,MUN,6300000,2,21,1.9,3.01587301587302E-07,3.33333333333333E-06,0,15725,2,10,0,0,0,0,0,3.3,1127,-2,0,21,2,0.5,0,3.3,1,0,2,0,1,0.4,13428,0,307,0,0,834,1809,0,1,170,Tottenham,Crystal Palace,West Brom,Sunderland,Middlesbrough,1.1,1,1,2,1.3,1,1,1.1,1.3,1.2,1.4,1,1.5,1,1.3,1.2,1.5,1.4,1,1,1.3,1,1,1.2
Jake,Hesketh,MID,SOU,4500000,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,6,0,0,0,Middlesbrough,Stoke,Bournemouth,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,0,0,0,0,0,220,0,0,0,Watford,Arsenal,Liverpool,Leicester,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0,0,0,0,1417,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,2099,0,0,0,0,0,101,0,0,0,Crystal Palace,Tottenham,West Ham,Man City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommie,Hoban,DEF,WAT,4000000,0,0,0,0,0,0,11048,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1090,0,0,0,0,0,7,0,0,0,Everton,Man City,Sunderland,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile,H?jbjerg,MID,SOU,4300000,1,21,0.5,1.16279069767442E-07,4.88372093023256E-06,0,94341,1,6,0,0,0,0,0,4.9,2713,-2,0,21,2,0.5,0,2.3,0,0,4,0,0,1.5,40417,0,0,0,0,712,2048,0,0,127,Middlesbrough,Stoke,Bournemouth,Tottenham,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4100000,0,7,0.166666666666667,4.0650406504065E-08,1.70731707317073E-06,0,60838,1,5,0,0,0,0,0,1.7,868,-4,0,7,4,0,0,0,0,0,1,0,0,0.6,40620,0,0,0,0,270,466,0,0,61,Stoke,Everton,Man City,West Brom,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jose,Holebas,DEF,WAT,4800000,1,42,3.2,6.66666666666667E-07,8.75E-06,0,158004,6,23,0,0,0,2,0,8.8,12876,3,0,42,-3,0.1,0,0.3,5,0,3,0,1,7.3,422955,0,96,0,1,1134,5040,0,0,203,Everton,Man City,Sunderland,Crystal Palace,Tottenham,3.9,2.8,2.4,3.6,3.7,4,3.2,3,4.3,4.1,2.4,4.5,4.1,2.5,3.3,3.3,3.7,2.7,3.3,3.4,4.8,2,2.6,2.9
Mason,Holgate,DEF,EVE,4100000,1,17,0.404761904761905,9.87224157955865E-08,4.14634146341463E-06,0,240701,0,2,0,0,0,0,0,4.1,3728,-4,0,17,4,0.1,0,0.3,3,0,1,0,1,3.1,312667,0,0,0,0,294,4807,0,0,90,Watford,Arsenal,Liverpool,Leicester,Hull City,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,20,0,0,0,Swansea,Chelsea,Watford,Man Utd,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Huddlestone,MID,HUL,4700000,1,18,0.428571428571429,9.11854103343465E-08,3.82978723404255E-06,0,9187,2,13,0,0,0,0,0,3.8,257,-3,0,18,3,0.1,0,0.3,0,0,1,0,1,0.2,4116,0,0,0,0,621,41,0,0,92,Crystal Palace,Tottenham,West Ham,Man City,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Robert,Huth,DEF,LEI,4900000,-1,26,2,4.08163265306122E-07,5.30612244897959E-06,0,45293,4,22,0,0,0,0,0,5.2,4156,-1,1,26,1,0.1,0,0.3,0,0,3,0,1,1.5,43029,1,453,0,0,1166,256,-1,0,170,Man City,Bournemouth,Stoke,Everton,West Ham,1.6,1.1,1.7,2.2,2.7,1.2,1.7,1.2,1,1.5,1.2,2.8,2.1,2.2,1.8,2.3,1.8,1,1.3,2.1,1.3,1.9,1,2.4
Emerson,Hyndman,MID,BOU,4400000,0,0,0,0,0,0,1002,0,0,0,0,0,0,0,0,40,-1,0,0,1,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,30,0,0,0,Burnley,Leicester,Southampton,Chelsea,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordon,Ibe,MID,BOU,5000000,1,22,0.523809523809524,1.04761904761905E-07,4.4E-06,0,150653,0,12,0,0,0,0,0,4.4,1676,-5,0,22,5,0.1,0,0.7,0,0,3,0,0,1.4,24225,0,184,0,0,730,304,0,0,91,Burnley,Leicester,Southampton,Chelsea,Swansea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Zlatan,Ibrahimovic,FWD,MUN,11200000,7,70,5.4,4.82142857142857E-07,6.25E-06,0,1697952,4,15,0,0,0,8,0,6.3,19736,-3,-1,70,3,0.5,0,5.3,13,0,4,0,1,27.6,1020572,0,0,0,3,1170,92132,1,0,229,Tottenham,Crystal Palace,West Brom,Sunderland,Middlesbrough,7.3,7,6.4,7.9,6.6,6.8,8,6.5,7.4,6.3,7.1,7.2,7.5,6,6.5,6.9,7.8,6.5,6.5,6.2,7.3,6.6,5.8,7.4
Odion,Ighalo,FWD,WAT,7000000,1,29,2.4,3.42857142857143E-07,4.14285714285714E-06,0,304079,1,19,0,0,0,1,0,4.1,5175,-5,0,29,5,0.1,0,0.7,2,0,2,0,1,3.2,88618,0,709,0,0,883,744,0,0,71,Everton,Man City,Sunderland,Crystal Palace,Tottenham,2.6,2.4,2,2.4,2.3,1.9,2,1.5,2,2.9,1.8,2.7,2.4,1.5,2.2,2.7,2.1,1.6,2.6,2.7,2.7,1.9,1.6,2.4
Kelechi,Iheanacho,FWD,MCI,6700000,1,37,4.1,6.11940298507463E-07,5.52238805970149E-06,0,471149,0,3,0,0,0,3,0,5.6,7021,-3,-1,37,3,0,0,0.3,6,0,1,0,3,7.7,670693,0,242,0,1,301,204749,1,0,132,Leicester,Watford,Arsenal,Hull City,Liverpool,4.5,4.6,4.1,5.5,4.6,5.8,4.1,4.8,5.2,5.3,3.9,4.4,4.8,4.2,5.5,4.7,3.9,5.4,4.2,4.4,4.6,4.9,5.7,4.6
Giannelli,Imbula,MID,STK,4600000,2,14,0.333333333333333,7.2463768115942E-08,3.04347826086957E-06,0,12132,1,8,0,0,0,0,0,3,152,-4,0,14,4,0.4,0,1.7,1,0,2,0,0,0.2,4486,0,194,0,0,488,116,0,0,75,Arsenal,Southampton,Leicester,Liverpool,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Danny,Ings,FWD,LIV,5500000,0,0,0,0,0,0,21985,0,0,0,0,0,0,0,0,214,-5,0,0,5,0,0,0,0,0,0,0,0,0.2,3484,0,81,0,0,0,50,0,0,0,West Ham,Middlesbrough,Everton,Stoke,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gokhan,Inler,MID,LEI,4400000,0,0,0,0,0,0,9314,0,0,0,0,0,0,0,0,74,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,3714,0,20,0,0,0,6,0,0,0,Man City,Bournemouth,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen,Ireland,MID,STK,4400000,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,16,-1,0,0,1,0,0,0,0,0,0,0,0,0,259,0,18,0,0,0,21,0,0,0,Arsenal,Southampton,Leicester,Liverpool,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd,Isgrove,MID,SOU,4500000,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,9,0,0,0,Middlesbrough,Stoke,Bournemouth,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branislav,Ivanovic,DEF,CHE,5700000,0,19,0.452380952380952,7.93650793650794E-08,3.33333333333333E-06,0,168181,2,9,0,0,0,0,0,3.3,3197,-3,1,19,3,0.1,0,0.7,2,0,1,0,1,3.4,32080,0,414,0,0,555,264,-1,0,126,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Alex,Iwobi,MID,ARS,5800000,1,31,0.738095238095238,1.27257799671593E-07,5.3448275862069E-06,0,110570,1,7,0,0,0,0,0,5.3,4830,-2,0,31,2,0.1,0,0.3,2,0,4,0,3,0.7,82789,0,150,0,0,561,384,0,0,124,Stoke,Everton,Man City,West Brom,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Phil,Jagielka,DEF,EVE,5000000,0,34,2.6,5.2E-07,6.8E-06,0,149365,2,15,0,0,0,0,0,6.8,13639,0,1,34,0,0.2,0,1,3,0,2,0,1,5.2,258249,0,221,0,0,1080,906,-1,0,208,Watford,Arsenal,Liverpool,Leicester,Hull City,1.9,3.7,3.9,1.3,2.1,3.3,2.3,2,2.6,3.5,1.9,2.7,1.6,3,3,2.5,1.4,2.6,3.3,2.7,2.5,1.9,2.9,3.1
Eldin,Jakupovic,GLK,HUL,4000000,0,23,0.547619047619048,1.36904761904762E-07,5.75E-06,0,305227,0,7,0,21,0,0,0,5.8,14749,0,0,23,0,0,0,0,0,0,1,0,0,18.6,452382,0,0,1,1,450,8427,0,0,114,Crystal Palace,Tottenham,West Ham,Man City,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Daniel,James,MID,SWA,4500000,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,27,0,0,0,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,James,MID,LEI,4500000,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,53,0,0,0,Man City,Bournemouth,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Janmaat,DEF,WAT,4800000,0,16,0.380952380952381,7.93650793650794E-08,3.33333333333333E-06,0,7460,0,10,0,0,0,1,0,3.3,1681,-2,0,16,2,0.3,0,1.3,0,0,0,0,1,0.2,13902,0,0,0,0,468,216,0,0,90,Everton,Man City,Sunderland,Crystal Palace,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Vincent,Janssen,FWD,TOT,7600000,0,32,2.5,3.28947368421053E-07,4.21052631578947E-06,0,103711,0,6,0,0,0,1,0,4.2,3467,-4,0,32,4,0.3,0,2,3,0,1,0,2,1,57743,0,0,0,0,598,92,0,0,59,Man Utd,Hull City,Burnley,Southampton,Watford,0,0,0,1.6,1.8,2.2,2.4,2.3,1.9,2.3,1.8,2.3,2.9,2.1,2.7,1.7,2.4,2.5,2.8,1.8,2.2,2.2,2.4,2.6
Adnan,Januzaj,MID,SUN,5300000,0,10,0.238095238095238,4.49236298292902E-08,1.88679245283019E-06,0,49911,0,14,0,0,0,0,0,1.9,302,-2,0,10,2,0.1,0,0.3,0,0,0,0,0,0.5,31156,0,33,0,0,504,94,0,1,47,Swansea,Chelsea,Watford,Man Utd,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mile,Jedinak,MID,CRY,4500000,0,2,2,4.44444444444444E-07,4.44444444444444E-07,0,24978,0,1,0,0,0,0,0,0.4,129,0,0,2,0,0,0,0,0,0,0,0,0,0.2,1114,0,118,0,0,90,20,0,0,8,Hull City,Man Utd,Chelsea,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,DEF,ARS,5000000,0,2,0.0476190476190476,9.52380952380952E-09,4E-07,0,5646,0,1,0,0,0,0,0,0.4,2460,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0.1,9233,0,178,0,0,82,111,0,0,12,Stoke,Everton,Man City,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen,Johnson,DEF,STK,4700000,7,20,0.476190476190476,1.01317122593718E-07,4.25531914893617E-06,0,9533,0,6,0,0,0,0,0,4.3,441,-3,0,20,3,1.1,0,5.3,3,0,2,0,0,0.2,5141,0,324,0,0,484,1385,0,0,99,Arsenal,Southampton,Leicester,Liverpool,Chelsea,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2
,Jonathan Benteke,FWD,CRY,4400000,0,1,0.0238095238095238,5.41125541125541E-09,2.27272727272727E-07,0,10408,0,0,0,0,0,0,0,0.2,507,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,12303,0,0,0,0,7,326,0,0,3,Hull City,Man Utd,Chelsea,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy,Jones,DEF,SUN,4400000,2,10,0.238095238095238,5.41125541125541E-08,2.27272727272727E-06,0,891,3,10,0,0,0,0,0,2.3,60,-1,0,10,1,0.6,0,2.7,0,0,1,0,0,0,819,0,211,0,0,506,160,0,0,91,Swansea,Chelsea,Watford,Man Utd,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
