FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Steven,Pienaar,MID,SUN,4900000,1,9,1,2.04081632653061E-07,1.83673469387755E-06,0,738,4,5,0,0,0,0,0,1.8,23,-1,0,9,1,-0.1,0,-0.3,0,0,2,0,0,0,767,0,0,0,0,516,53,0,1,41,Leicester,Swansea,Chelsea,Watford,Man Utd,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5
Erik,Pieters,DEF,STK,4500000,6,32,2.7,6E-07,7.11111111111111E-06,0,113255,2,15,0,0,0,0,0,7.1,2177,0,0,32,0,0.7,0,3.3,2,0,3,0,0,4.7,112720,0,388,0,0,1080,12766,0,0,188,Burnley,Arsenal,Southampton,Leicester,Liverpool,2.9,3.8,2.8,2.3,3.4,2.2,2.5,2.1,1.8,2.8,2.9,2.5,2.5,2.1,2.2,2.2,1.7,2.2,3.8,2.5,2.7,3.6,2.7,3.3,2.7
Sebastien,Pocognoli,DEF,WBA,4000000,0,0,0,0,0,0,16329,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1794,0,16,0,0,0,8,0,0,0,Watford,Chelsea,Swansea,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Pogba,MID,MUN,8200000,5,40,3.3,4.02439024390244E-07,4.8780487804878E-06,0,463263,4,14,0,0,0,2,0,4.9,6137,-3,0,40,3,0.6,0,5,3,0,4,0,1,8.4,311576,0,0,0,0,1080,29175,0,0,201,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,2.3,2.9,2.8,2.7,4.3,3.2,2.3,2.3,3,3,2.9,3.2,2.2,3.6,2.5,3.5,2.8,3.6,3.5,2.5,2.5,3,2.1,2.1,2.7
Nick,Pope,GLK,BUR,4000000,0,0,0,0,0,0,26752,0,0,0,0,0,0,0,0,952,0,0,0,0,0,0,0,0,0,0,0,0,1.9,10636,0,0,0,0,0,150,0,0,0,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Pritchard,MID,TOT,4500000,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,-4,0,0,0,0,0,0,0,Swansea,Man Utd,Hull City,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian,Prodl,DEF,WAT,4500000,2,35,2.9,6.44444444444444E-07,7.77777777777778E-06,0,11823,2,13,0,0,0,0,0,7.8,2232,0,0,35,0,0.5,0,2.3,3,0,3,0,1,1,43135,0,181,0,1,995,5771,0,0,182,West Brom,Everton,Man City,Sunderland,Crystal Palace,3,3.3,2.3,2.1,3,3.2,3.7,2.5,2.8,3.9,3.4,2.1,4.1,3.3,2.3,3.2,2.8,3.1,2.5,2.7,3,4.3,1.7,2.2,2.4
Marc,Pugh,MID,BOU,4700000,0,1,0.0256410256410256,5.45553737043099E-09,2.12765957446809E-07,0,2457,0,0,0,0,0,0,0,0.2,40,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.1,253,0,245,0,0,10,22,0,0,2,Liverpool,Burnley,Leicester,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason,Puncheon,MID,CRY,5200000,1,31,2.6,5E-07,5.96153846153846E-06,0,77958,4,18,0,0,0,0,0,5.8,1721,-3,1,31,3,0.3,0,1.3,4,0,0,0,3,0.8,61887,0,381,0,0,961,306,-1,0,198,Southampton,Hull City,Man Utd,Chelsea,Watford,2,2.1,2.1,1.5,2.2,1.6,1.9,1.7,2.4,1.7,2.9,2.2,2,2,1.8,2.1,1.4,1.8,1.3,2.9,1.3,2.6,1.6,1.9,2.2
Gaston,Ramirez,MID,MID,5300000,5,32,2.7,5.09433962264151E-07,6.0377358490566E-06,0,70034,5,9,0,0,0,1,0,6,525,-2,0,32,2,0.4,0,2.3,3,0,3,0,2,0.8,50692,0,0,0,0,834,6497,0,0,127,Hull City,Southampton,Liverpool,Swansea,Burnley,2,2,1.4,1.9,2,2.4,3,2.4,1.9,1.8,1.7,2.5,2.3,2.4,3,2.2,2.4,2.3,2.7,1.4,1.9,1.5,1.6,2.1,1.4
Aaron,Ramsey,MID,ARS,7600000,1,9,0.230769230769231,3.03643724696356E-08,1.18421052631579E-06,0,138028,1,4,0,0,0,0,0,1.2,957,-4,0,9,4,0.1,0,1,0,0,0,0,1,1,7709,0,558,0,0,206,703,0,0,26,West Ham,Stoke,Everton,Man City,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Connor,Randall,DEF,LIV,3900000,0,0,0,0,0,0,20114,0,0,0,0,0,0,0,0,1709,-1,0,0,1,0,0,0,0,0,0,0,0,1.2,31919,0,30,0,0,0,5139,0,0,0,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren,Randolph,GLK,WHU,4400000,4,6,0.153846153846154,3.4965034965035E-08,1.36363636363636E-06,0,9404,0,4,0,10,0,0,0,1.4,226,-1,0,6,1,0.5,0,2,0,0,0,0,0,0.5,3067,0,56,0,0,180,1627,0,0,35,Arsenal,Liverpool,Burnley,Hull City,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Angel,Rangel,DEF,SWA,4300000,0,7,0.179487179487179,4.17412045319022E-08,1.62790697674419E-06,0,8850,0,13,0,0,0,0,0,1.6,265,-2,0,7,2,0.1,0,0.3,0,0,0,0,0,0.3,2190,0,194,0,0,390,55,0,0,88,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tokelo,Rantie,FWD,BOU,4500000,0,0,0,0,0,0,12707,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1553,0,3,0,0,0,17,0,0,0,Liverpool,Burnley,Leicester,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Rashford,FWD,MUN,6700000,2,29,2.9,4.32835820895522E-07,4.32835820895522E-06,0,375328,1,11,0,0,0,3,0,4.3,32248,-3,1,29,3,0.2,0,1.3,0,0,2,0,0,6.1,380885,0,237,0,0,728,3581,-1,0,130,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,2.2,3,3.4,2.7,3.5,2.6,2.9,3.4,2.9,3.7,2.5,2.8,3,3.2,2.3,2.9,2.8,3.4,2.8,2.5,2.4,3.3,2.6,2.3,3.3
Adam,Reach,MID,MID,4400000,0,0,0,0,0,0,2153,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,1,0,0,0,Hull City,Southampton,Liverpool,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan,Redmond,MID,SOU,6000000,3,52,4,6.66666666666667E-07,8.66666666666667E-06,0,419068,1,12,0,0,0,3,0,8.7,12891,0,0,52,0,0.5,0,2.7,7,0,5,0,0,8,446846,0,379,0,0,1141,18584,0,0,180,Crystal Palace,Middlesbrough,Stoke,Bournemouth,Tottenham,3.5,4.5,3.8,3,4.1,4,2.9,3.2,5.7,3.8,4.2,4.4,3,3.7,4.6,2.7,5,3.9,3.4,3.4,2.5,4.2,2,4.3,3.9
Harrison,Reed,MID,SOU,4300000,0,1,0.0256410256410256,5.96302921884317E-09,2.32558139534884E-07,0,1950,0,0,0,0,0,0,0,0.2,130,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.1,1410,0,1,0,0,13,64,0,0,3,Crystal Palace,Middlesbrough,Stoke,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winston,Reid,DEF,WHU,5000000,0,41,4.1,8.2E-07,8.2E-06,0,79412,4,17,0,0,0,1,0,8.2,2140,0,0,41,0,0.3,0,1.7,8,0,3,0,3,2,67653,0,294,0,1,887,2377,0,1,230,Arsenal,Liverpool,Burnley,Hull City,Swansea,5.6,4.7,5.7,5.2,4.4,2.8,4.2,5.2,4.4,4.3,4.4,5.2,4.4,4.7,4.3,4.8,4.7,5.3,4.7,3.4,5.6,5.4,5.4,6.1,3.6
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,7,0,0,0,West Ham,Stoke,Everton,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loic,Remy,FWD,CRY,6300000,0,0,0,0,0,0,21393,0,0,0,0,0,0,0,0,109,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,14666,0,62,0,0,0,25,0,0,0,Southampton,Hull City,Man Utd,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Rhodes,FWD,MID,5400000,0,5,0.128205128205128,2.37416904083571E-08,9.25925925925926E-07,0,36480,0,1,0,0,0,0,0,0.9,253,-6,0,5,6,0,0,0,0,0,0,0,0,0.2,2705,0,0,0,0,107,68,0,0,14,Hull City,Southampton,Liverpool,Swansea,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Robertson,DEF,HUL,4300000,1,14,1.6,3.72093023255814E-07,3.25581395348837E-06,0,62580,2,17,0,0,0,0,0,3.3,481,-2,0,14,2,0.1,0,0.3,1,0,1,0,0,0.9,48464,0,0,0,0,693,320,0,0,118,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,1.1,1.2,1,1.6,0.9,1.3,1.2,1.6,0.9,0.8,1.9,1.8,1.4,0.8,1,0.8,1.8,0.9,0.9,1.6,1.1,1.1,1,1.3,1.3
Paul,Robinson,GLK,BUR,4000000,2,2,0.0512820512820513,1.28205128205128E-08,5E-07,0,32911,0,2,0,3,0,0,0,0.5,682,0,0,2,0,0.2,0,0.7,0,0,0,0,0,2.5,14132,0,0,0,0,90,3781,0,0,15,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4800000,0,7,0.179487179487179,3.73931623931624E-08,1.45833333333333E-06,0,3212,0,0,0,3,0,0,0,1.5,95,-2,0,7,2,0,0,0,0,0,1,0,0,0.1,1084,0,110,0,0,90,50,0,0,26,Man Utd,Watford,Arsenal,Liverpool,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hal,Robson-Kanu,FWD,WBA,5000000,1,11,0.282051282051282,5.64102564102564E-08,2.2E-06,0,9216,0,1,0,0,0,0,0,2.2,1002,0,0,11,0,0.2,0,1,0,0,0,0,1,0.2,15094,0,0,0,0,70,503,0,0,33,Watford,Chelsea,Swansea,Man Utd,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jay,Rodriguez,MID,SOU,6300000,0,13,0.333333333333333,5.29100529100529E-08,2.06349206349206E-06,0,16125,0,3,0,0,0,1,0,2.1,89,-2,0,13,2,0.1,0,0.7,2,0,0,0,0,0.2,3769,0,56,0,0,119,49,0,0,31,Crystal Palace,Middlesbrough,Stoke,Bournemouth,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jack,Rodwell,MID,SUN,4400000,0,17,2.1,4.77272727272727E-07,3.86363636363636E-06,0,73007,2,15,0,0,0,0,0,3.9,2188,-1,0,17,1,0,0,0,1,0,0,0,1,0.9,64759,0,112,0,0,639,17,0,0,89,Leicester,Swansea,Chelsea,Watford,Man Utd,0,0,0,0,0,1,1.2,1.4,1.1,1.5,1.2,1.7,1,1.2,1.6,2.1,1.3,1.3,1.8,1.6,1,2,1.2,1.6,1
Marcos,Rojo,DEF,MUN,5200000,2,13,0.333333333333333,6.41025641025641E-08,2.5E-06,0,15024,0,5,0,0,0,0,0,2.5,530,-3,0,13,3,0.4,0,2.3,1,0,1,0,0,0.5,5920,0,192,0,0,399,995,0,0,88,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Sergio,Romero,GLK,MUN,4700000,0,0,0,0,0,0,2816,0,0,0,0,0,0,0,0,77,-3,1,0,3,0,0,0,0,0,0,0,0,0.1,594,0,40,0,0,0,34,-1,0,0,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6600000,2,52,4,6.06060606060606E-07,7.87878787878788E-06,0,271365,0,16,0,0,0,4,0,7.9,34679,1,0,52,-1,0.7,0,4.3,5,0,3,0,2,5.3,372391,0,354,0,0,1092,8378,0,0,137,Watford,Chelsea,Swansea,Man Utd,Arsenal,0,3.6,5,4.3,4.4,3.9,5.3,4,5.3,4.7,4.3,4.7,5,5,3.8,4,4.1,4.3,4.6,5.2,4.9,5.5,4.1,4,5.3
Wayne,Rooney,FWD,MUN,8600000,1,33,0.846153846153846,9.83899821109123E-08,3.83720930232558E-06,0,235863,4,9,0,0,0,1,0,3.8,8510,-4,0,33,4,0.4,0,3.7,3,0,2,0,4,2.6,115547,0,509,0,0,652,1515,0,0,133,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,0,0.4,0.5,0.4,0.5,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.5
Danny,Rose,DEF,TOT,5900000,0,34,4.3,7.28813559322034E-07,5.76271186440678E-06,0,227494,5,6,0,0,0,1,0,5.8,4667,-1,0,34,1,0.1,0,0.7,3,0,3,0,1,5.3,130471,0,346,0,1,720,6275,0,0,153,Swansea,Man Utd,Hull City,Burnley,Southampton,5.1,3.5,5.7,6.1,4.6,4.6,5.1,5.6,3.8,3.6,4.9,4.8,5.9,6,5.2,6,3.8,4.6,5.5,6.4,2.9,5.9,5,4.6,4.9
Jack,Rose,GLK,WBA,4000000,0,0,0,0,0,0,2268,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0.2,7014,0,0,0,0,0,153,0,0,0,Watford,Chelsea,Swansea,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne,Routledge,MID,SWA,4700000,1,26,2.4,5.1063829787234E-07,5.53191489361702E-06,0,23073,1,16,0,0,0,1,0,5.5,786,-3,0,26,3,0.3,0,1.3,1,0,2,0,0,0.3,12695,0,269,0,0,778,419,0,0,94,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,1.3,2.6,1.7,2.3,1.6,2.1,1.8,1.2,1.2,1.8,1.4,2.6,1.2,2.3,1.9,1.5,1.8,1.6,1.5,1.9,1.5,1.9,2.1,2.3,1.6
Bacary,Sagna,DEF,MCI,5300000,2,18,0.461538461538462,8.70827285921626E-08,3.39622641509434E-06,0,217420,1,5,0,0,0,0,0,3.4,813,-2,0,18,2,0.2,0,1.3,0,0,1,0,1,2,25303,0,386,0,0,527,567,0,0,109,Chelsea,Leicester,Watford,Arsenal,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Diafra,Sakho,FWD,WHU,5800000,8,10,0.256410256410256,4.42086648983201E-08,1.72413793103448E-06,0,5326,0,2,0,0,0,1,0,1.7,676,-2,0,10,2,0.6,0,3.3,2,0,0,0,0,0.1,2772,0,286,0,0,125,672,0,0,29,Arsenal,Liverpool,Burnley,Hull City,Swansea,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mamadou,Sakho,DEF,LIV,4700000,0,0,0,0,0,0,3181,0,0,0,0,0,0,0,0,76,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,727,0,273,0,0,0,172,0,0,0,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakary,Sako,MID,CRY,5300000,1,2,0.0512820512820513,9.67585873246251E-09,3.77358490566038E-07,0,714,0,2,0,0,0,0,0,0.4,12,-2,0,2,2,0.1,0,0.7,0,0,0,0,0,0,313,0,220,0,0,14,35,0,0,7,Southampton,Hull City,Man Utd,Chelsea,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Sanchez,MID,ARS,11400000,14,87,6.7,5.87719298245614E-07,7.63157894736842E-06,0,472530,3,12,0,0,0,8,0,7.7,5747,4,-1,87,-4,0.5,1,5.7,11,0,4,0,4,25,1065709,0,690,0,4,1088,129927,1,0,271,West Ham,Stoke,Everton,Man City,West Brom,7.5,7.5,7.4,7.2,7.6,7.4,7.5,8.9,9.6,8.4,6.7,8,7.8,5.3,9.9,8.2,6.6,7.9,8.5,9.6,9.3,7,8.6,8.8,9.2
Leroy,Sane,MID,MCI,7500000,1,13,0.333333333333333,4.44444444444444E-08,1.73333333333333E-06,0,27066,0,2,0,0,0,0,0,1.7,263,-5,1,13,5,0,0,0.3,2,0,0,0,1,0.2,6212,0,0,0,0,247,102,-1,0,55,Chelsea,Leicester,Watford,Arsenal,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yaya,Sanogo,FWD,ARS,4700000,0,0,0,0,0,0,7536,0,0,0,0,0,0,0,0,215,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,2925,0,0,0,0,0,56,0,0,0,West Ham,Stoke,Everton,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey,Schlupp,DEF,LEI,4900000,0,4,0.102564102564103,2.09314495028781E-08,8.16326530612245E-07,0,13722,0,2,0,0,0,0,0,0.8,166,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0.2,1197,0,236,0,0,141,38,0,0,23,Sunderland,Man City,Bournemouth,Stoke,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Kasper,Schmeichel,GLK,LEI,4900000,0,30,3.8,7.75510204081633E-07,6.12244897959184E-06,0,343703,0,11,0,35,0,0,0,6.1,11324,-1,0,30,1,0,0,0,3,0,2,0,0,6.3,69533,0,475,0,0,686,92,0,0,164,Sunderland,Man City,Bournemouth,Stoke,Everton,2.6,4.1,3.4,4.5,5.3,5.7,3.5,4.5,3.4,2.7,4,3.4,5.7,5,4.5,4,5.4,4.6,2.7,3.9,5.1,3.6,4.9,2.8,5.7
Morgan,Schneiderlin,MID,MUN,4600000,0,3,0.0769230769230769,1.67224080267559E-08,6.52173913043478E-07,0,10442,0,1,0,0,0,0,0,0.7,126,-4,0,3,4,0.2,0,0.7,0,0,0,0,0,0.2,1453,0,317,0,0,14,39,0,0,9,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastian,Schweinsteiger,MID,MUN,5100000,0,0,0,0,0,0,5795,0,0,0,0,0,0,0,0,58,-4,0,0,4,0,0,0,0,0,0,0,0,0.1,801,0,200,0,0,0,103,0,0,0,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,6300000,3,38,4.8,7.61904761904762E-07,6.03174603174603E-06,0,377791,1,4,0,0,0,3,0,6,4548,-2,0,38,2,0.3,0,1.7,5,0,4,0,0,4.5,212484,0,302,0,1,651,16195,0,0,110,Burnley,Arsenal,Southampton,Leicester,Liverpool,6.1,4.3,5.1,6.6,3.1,4.1,5.2,6.3,5.3,5.8,5.2,4.4,4.3,5.1,4.4,4,5.5,4.9,3.8,4.9,5.7,4.8,4.6,3.4,4.9
Luke,Shaw,DEF,MUN,5300000,0,28,4,7.54716981132075E-07,5.28301886792453E-06,0,717493,0,5,0,0,0,0,0,5.3,36818,-2,1,28,2,0,0,0,2,0,3,0,1,10.2,366482,0,92,0,1,525,461,-1,0,132,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,0,5.1,5,4.7,4.5,4.2,5,5.9,5.5,4.9,2.9,4.8,3.8,5.9,4.4,4.5,4.9,5.3,3.5,4.4,3.7,4.4,5.4,4.1,4.9
Ryan,Shawcross,DEF,STK,4900000,0,31,2.6,5.30612244897959E-07,6.3265306122449E-06,0,55875,3,19,0,0,0,0,0,6.3,13486,-1,0,31,1,0.3,0,1.3,2,0,2,0,2,2.3,58536,0,176,0,1,1080,351,0,0,185,Burnley,Arsenal,Southampton,Leicester,Liverpool,0,0,2.7,2.1,3.2,2.1,2.3,2,1.7,2.7,2.7,2.4,2.3,1.9,2.1,2.1,1.6,2.1,3.6,2.4,2.5,3.4,2.5,3.2,2.5
,Sheyi Ojo,MID,LIV,4700000,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,6,-3,0,0,3,0,0,0,0,0,0,0,0,0,84,0,81,0,0,0,4,0,0,0,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,SWA,7400000,10,62,4.8,6.48648648648649E-07,8.37837837837838E-06,0,217802,1,26,0,0,0,4,0,8.5,4391,-1,-2,62,1,1.1,0,8,6,0,1,0,4,7.2,211185,0,586,0,1,1077,129674,2,0,220,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,4.2,6.7,5.1,6.2,4.9,5.9,5.3,3.5,3,5.2,4.3,6.7,4,6.2,5.4,4.5,5.3,4.8,4.5,5.5,4.6,5.5,5.9,6.2,4.7
David,Silva,MID,MCI,8700000,0,30,2.7,3.10344827586207E-07,3.44827586206897E-06,0,190250,1,9,0,0,0,0,0,3.4,3360,-3,0,30,3,0.1,0,1,2,0,2,0,2,2.2,50566,0,351,0,0,889,2072,0,0,181,Chelsea,Leicester,Watford,Arsenal,Hull City,1.7,2.2,2.3,1.4,2.2,1.4,2.9,1.7,2,1.7,2.1,1.7,2.4,2.6,2,1.6,1.6,1.5,2.1,1.8,2,2.6,1.9,3.2,2.2
Danny,Simpson,DEF,LEI,4900000,4,28,2.3,4.69387755102041E-07,5.71428571428571E-06,0,60071,4,17,0,0,0,0,0,5.7,1504,-1,0,28,1,0.4,0,2,1,0,3,0,1,1.6,18214,0,390,0,0,1015,778,0,0,176,Sunderland,Man City,Bournemouth,Stoke,Everton,1.2,1.9,1.5,2.2,2.7,3.3,1.5,2.2,1.5,1.2,1.9,1.5,3.4,2.5,2.6,2.2,2.8,2.2,1.2,1.8,2.6,1.6,2.4,1.2,3.1
Joshua,Sims,MID,SOU,4500000,6,6,0.153846153846154,3.41880341880342E-08,1.33333333333333E-06,0,379,0,0,0,0,0,0,0,1.3,379,0,0,6,0,1.3,0,6,0,0,1,0,1,0.2,7164,0,0,0,0,83,7164,0,0,27,Crystal Palace,Middlesbrough,Stoke,Bournemouth,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jerome,Sinclair,FWD,WAT,4800000,0,0,0,0,0,0,13785,0,0,0,0,0,0,0,0,356,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,4845,0,0,0,0,0,174,0,0,0,West Brom,Everton,Man City,Sunderland,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa,Sissoko,MID,TOT,6700000,0,12,0.307692307692308,4.59242250287026E-08,1.7910447761194E-06,0,10576,1,1,0,0,0,0,0,1.8,240,-3,0,12,3,0,0,0,0,0,3,0,0,0.1,10285,0,0,0,0,326,116,0,0,26,Swansea,Man Utd,Hull City,Burnley,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
